$SYS/broker/version,mosquitto version 2.0.18
$SYS/broker/load/messages/received/1min,2419532.48
$SYS/broker/load/messages/sent/1min,2419523.29
$SYS/broker/load/publish/received/1min,2419308.87
$SYS/broker/load/publish/sent/1min,2419405.17
$SYS/broker/load/bytes/received/1min,55530936.54
$SYS/broker/load/bytes/sent/1min,55534704.37
$SYS/broker/load/messages/received/5min,2200530.04
$SYS/broker/load/messages/sent/5min,2190677.82
$SYS/broker/load/publish/received/5min,2200200.18
$SYS/broker/load/publish/sent/5min,2190496.79
$SYS/broker/load/bytes/received/5min,50788686.20
$SYS/broker/load/bytes/sent/5min,50567744.97
$SYS/broker/load/messages/received/15min,1508749.57
$SYS/broker/load/messages/sent/15min,1492452.22
$SYS/broker/load/publish/received/15min,1506993.78
$SYS/broker/load/publish/sent/15min,1487543.05
$SYS/broker/load/bytes/received/15min,34949019.10
$SYS/broker/load/bytes/sent/15min,34509347.70
$SYS/broker/messages/stored,220
$SYS/broker/store/messages/count,220
$SYS/broker/store/messages/bytes,1938
$SYS/broker/messages/received,66534325
$SYS/broker/messages/sent,69755949
$SYS/broker/publish/messages/received,64516241
$SYS/broker/publish/messages/sent,62763900
$SYS/broker/bytes/received,1520364198
$SYS/broker/bytes/sent,1489707615
$SYS/broker/publish/bytes/received,405542050
$SYS/broker/publish/bytes/sent,394554856
$SYS/broker/uptime,7513 seconds
$SYS/broker/load/messages/received/1min,2377066.15
$SYS/broker/load/messages/sent/1min,2377041.14
$SYS/broker/load/publish/received/1min,2376409.45
$SYS/broker/load/publish/sent/1min,2376696.11
$SYS/broker/load/bytes/received/1min,54233773.66
$SYS/broker/load/bytes/sent/1min,54244956.28
$SYS/broker/load/messages/received/5min,2199287.45
$SYS/broker/load/messages/sent/5min,2189786.21
$SYS/broker/load/publish/received/5min,2198868.34
$SYS/broker/load/publish/sent/5min,2189558.68
$SYS/broker/load/bytes/received/5min,50680621.86
$SYS/broker/load/bytes/sent/5min,50469364.38
$SYS/broker/load/messages/received/15min,1516733.94
$SYS/broker/load/messages/sent/15min,1500633.31
$SYS/broker/load/publish/received/15min,1514965.35
$SYS/broker/load/publish/sent/15min,1495765.88
$SYS/broker/load/bytes/received/15min,35104974.15
$SYS/broker/load/bytes/sent/15min,34671227.31
$SYS/broker/messages/stored,51
$SYS/broker/store/messages/count,51
$SYS/broker/store/messages/bytes,349
$SYS/broker/messages/received,66931428
$SYS/broker/messages/sent,70153052
$SYS/broker/publish/messages/received,64912829
$SYS/broker/publish/messages/sent,63160733
$SYS/broker/bytes/received,1529125169
$SYS/broker/bytes/sent,1498478369
$SYS/broker/publish/bytes/received,407558958
$SYS/broker/publish/bytes/sent,396573803
$SYS/broker/uptime,7524 seconds
$SYS/broker/load/messages/received/1min,2399821.12
$SYS/broker/load/messages/sent/1min,2399800.29
$SYS/broker/load/publish/received/1min,2399274.42
$SYS/broker/load/publish/sent/1min,2399513.06
$SYS/broker/load/bytes/received/1min,54755854.27
$SYS/broker/load/bytes/sent/1min,54765163.70
$SYS/broker/load/messages/received/5min,2210578.64
$SYS/broker/load/messages/sent/5min,2201419.47
$SYS/broker/load/publish/received/5min,2210174.62
$SYS/broker/load/publish/sent/5min,2201200.13
$SYS/broker/load/bytes/received/5min,50920754.65
$SYS/broker/load/bytes/sent/5min,50717102.99
$SYS/broker/load/messages/received/15min,1528835.31
$SYS/broker/load/messages/sent/15min,1512930.27
$SYS/broker/load/publish/received/15min,1527088.21
$SYS/broker/load/publish/sent/15min,1508121.97
$SYS/broker/load/bytes/received/15min,35375209.09
$SYS/broker/load/bytes/sent/15min,34946731.33
$SYS/broker/messages/stored,70
$SYS/broker/store/messages/count,70
$SYS/broker/store/messages/bytes,550
$SYS/broker/messages/received,67392128
$SYS/broker/messages/sent,70613752
$SYS/broker/publish/messages/received,65373529
$SYS/broker/publish/messages/sent,63621433
$SYS/broker/bytes/received,1539639427
$SYS/broker/bytes/sent,1508992627
$SYS/broker/publish/bytes/received,410241316
$SYS/broker/publish/bytes/sent,399256161
$SYS/broker/uptime,7535 seconds
$SYS/broker/clients/total,5
$SYS/broker/clients/active,5
$SYS/broker/clients/connected,5
$SYS/broker/load/messages/received/1min,2398924.60
$SYS/broker/load/messages/sent/1min,2398907.27
$SYS/broker/load/publish/received/1min,2398469.48
$SYS/broker/load/publish/sent/1min,2398668.15
$SYS/broker/load/bytes/received/1min,54808943.83
$SYS/broker/load/bytes/sent/1min,54816693.84
$SYS/broker/load/messages/received/5min,2217199.18
$SYS/broker/load/messages/sent/5min,2208369.75
$SYS/broker/load/publish/received/5min,2216809.69
$SYS/broker/load/publish/sent/5min,2208158.31
$SYS/broker/load/bytes/received/5min,51070238.63
$SYS/broker/load/bytes/sent/5min,50873918.95
$SYS/broker/load/messages/received/15min,1539350.89
$SYS/broker/load/messages/sent/15min,1523639.05
$SYS/broker/load/publish/received/15min,1537625.01
$SYS/broker/load/publish/sent/15min,1518889.17
$SYS/broker/load/bytes/received/15min,35614492.03
$SYS/broker/load/bytes/sent/15min,35191219.34
$SYS/broker/messages/stored,100
$SYS/broker/store/messages/count,100
$SYS/broker/store/messages/bytes,827
$SYS/broker/subscriptions/count,22
$SYS/broker/messages/received,67831114
$SYS/broker/messages/sent,71052738
$SYS/broker/publish/messages/received,65812515
$SYS/broker/publish/messages/sent,64060419
$SYS/broker/bytes/received,1549736105
$SYS/broker/bytes/sent,1519089305
$SYS/broker/publish/bytes/received,412875232
$SYS/broker/publish/bytes/sent,401890077
$SYS/broker/uptime,7546 seconds
$SYS/broker/load/messages/received/1min,2413041.22
$SYS/broker/load/messages/sent/1min,2413026.79
$SYS/broker/load/publish/received/1min,2412662.33
$SYS/broker/load/publish/sent/1min,2412827.72
$SYS/broker/load/bytes/received/1min,55194988.37
$SYS/broker/load/bytes/sent/1min,55201440.18
$SYS/broker/load/messages/received/5min,2226775.83
$SYS/broker/load/messages/sent/5min,2218264.29
$SYS/broker/load/publish/received/5min,2226400.37
$SYS/broker/load/publish/sent/5min,2218060.46
$SYS/broker/load/bytes/received/5min,51287813.76
$SYS/broker/load/bytes/sent/5min,51098562.10
$SYS/broker/load/messages/received/15min,1550816.59
$SYS/broker/load/messages/sent/15min,1535295.62
$SYS/broker/load/publish/received/15min,1549111.67
$SYS/broker/load/publish/sent/15min,1530603.44
$SYS/broker/load/bytes/received/15min,35875659.12
$SYS/broker/load/bytes/sent/15min,35457528.28
$SYS/broker/messages/stored,130
$SYS/broker/store/messages/count,130
$SYS/broker/store/messages/bytes,1104
$SYS/broker/messages/received,68286367
$SYS/broker/messages/sent,71507991
$SYS/broker/publish/messages/received,66267768
$SYS/broker/publish/messages/sent,64515672
$SYS/broker/bytes/received,1560206924
$SYS/broker/bytes/sent,1529560124
$SYS/broker/publish/bytes/received,415606750
$SYS/broker/publish/bytes/sent,404621595
$SYS/broker/uptime,7557 seconds
$SYS/broker/load/messages/received/1min,2414563.52
$SYS/broker/load/messages/sent/1min,2414551.51
$SYS/broker/load/publish/received/1min,2414248.10
$SYS/broker/load/publish/sent/1min,2414385.79
$SYS/broker/load/bytes/received/1min,55281084.96
$SYS/broker/load/bytes/sent/1min,55286456.04
$SYS/broker/load/messages/received/5min,2233809.05
$SYS/broker/load/messages/sent/5min,2225603.95
$SYS/broker/load/publish/received/5min,2233447.11
$SYS/broker/load/publish/sent/5min,2225407.46
$SYS/broker/load/bytes/received/5min,51446986.78
$SYS/broker/load/bytes/sent/5min,51264548.67
$SYS/broker/load/messages/received/15min,1561401.15
$SYS/broker/load/messages/sent/15min,1546068.73
$SYS/broker/load/publish/received/15min,1559716.94
$SYS/broker/load/publish/sent/15min,1541433.54
$SYS/broker/load/bytes/received/15min,36116590.88
$SYS/broker/load/bytes/sent/15min,35703539.43
$SYS/broker/messages/stored,160
$SYS/broker/store/messages/count,160
$SYS/broker/store/messages/bytes,1382
$SYS/broker/messages/received,68730424
$SYS/broker/messages/sent,71952048
$SYS/broker/publish/messages/received,66711825
$SYS/broker/publish/messages/sent,64959729
$SYS/broker/bytes/received,1570420235
$SYS/broker/bytes/sent,1539773435
$SYS/broker/publish/bytes/received,418271092
$SYS/broker/publish/bytes/sent,407285937
$SYS/broker/uptime,7568 seconds
$SYS/broker/load/messages/received/1min,2436104.64
$SYS/broker/load/messages/sent/1min,2436094.64
$SYS/broker/load/publish/received/1min,2435841.14
$SYS/broker/load/publish/sent/1min,2435955.76
$SYS/broker/load/bytes/received/1min,55819038.09
$SYS/broker/load/bytes/sent/1min,55823509.46
$SYS/broker/load/messages/received/5min,2244946.48
$SYS/broker/load/messages/sent/5min,2237036.79
$SYS/broker/load/publish/received/5min,2244597.38
$SYS/broker/load/publish/sent/5min,2236847.17
$SYS/broker/load/bytes/received/5min,51700645.83
$SYS/broker/load/bytes/sent/5min,51524775.97
$SYS/broker/load/messages/received/15min,1573327.39
$SYS/broker/load/messages/sent/15min,1558181.23
$SYS/broker/load/publish/received/15min,1571663.58
$SYS/broker/load/publish/sent/15min,1553602.28
$SYS/broker/load/bytes/received/15min,36388410.51
$SYS/broker/load/bytes/sent/15min,35980376.74
$SYS/broker/messages/stored,190
$SYS/broker/store/messages/count,190
$SYS/broker/store/messages/bytes,1660
$SYS/broker/messages/received,69196670
$SYS/broker/messages/sent,72418294
$SYS/broker/publish/messages/received,67178070
$SYS/broker/publish/messages/sent,65425974
$SYS/broker/bytes/received,1581143872
$SYS/broker/bytes/sent,1550497072
$SYS/broker/publish/bytes/received,421068562
$SYS/broker/publish/bytes/sent,410083407
$SYS/broker/uptime,7579 seconds
$SYS/broker/load/messages/received/1min,2466598.79
$SYS/broker/load/messages/sent/1min,2466590.47
$SYS/broker/load/publish/received/1min,2466379.44
$SYS/broker/load/publish/sent/1min,2466474.86
$SYS/broker/load/bytes/received/1min,56555809.88
$SYS/broker/load/bytes/sent/1min,56559532.25
$SYS/broker/load/messages/received/5min,2258382.74
$SYS/broker/load/messages/sent/5min,2250757.82
$SYS/broker/load/publish/received/5min,2258046.20
$SYS/broker/load/publish/sent/5min,2250575.03
$SYS/broker/load/bytes/received/5min,52007272.05
$SYS/broker/load/bytes/sent/5min,51837733.96
$SYS/broker/load/messages/received/15min,1586019.71
$SYS/broker/load/messages/sent/15min,1571057.54
$SYS/broker/load/publish/received/15min,1584376.11
$SYS/broker/load/publish/sent/15min,1566534.22
$SYS/broker/load/bytes/received/15min,36677881.48
$SYS/broker/load/bytes/sent/15min,36274804.43
$SYS/broker/messages/stored,220
$SYS/broker/store/messages/count,220
$SYS/broker/store/messages/bytes,1938
$SYS/broker/messages/received,69676664
$SYS/broker/messages/sent,72898288
$SYS/broker/publish/messages/received,67658064
$SYS/broker/publish/messages/sent,65905968
$SYS/broker/bytes/received,1592183734
$SYS/broker/bytes/sent,1561536934
$SYS/broker/publish/bytes/received,423948526
$SYS/broker/publish/bytes/sent,412963371
