0,0,1,0,37078.35,0.00,0.00,0
0,0,1,1,37350.07,0.00,0.00,0
0,0,1,2,37141.97,0.00,0.00,0
0,0,2,0,43139.47,0.00,0.00,0
0,0,2,1,47251.23,0.00,0.00,0
0,0,2,2,46406.47,0.00,0.00,0
0,0,3,0,51697.55,0.00,0.00,0
0,0,3,1,54153.95,0.00,0.00,0
0,0,3,2,55542.47,0.00,0.00,0
0,0,4,0,60373.35,0.00,0.00,0
0,0,4,1,59855.08,0.00,0.00,0
0,0,4,2,59637.63,0.00,0.00,0
0,0,5,0,65328.58,0.00,0.00,0
0,0,5,1,65588.28,0.00,0.00,0
0,0,5,2,68142.22,0.00,0.00,0
0,1,1,0,480.02,0.52,0.00,2
0,1,1,1,481.50,0.52,0.00,2
0,1,1,2,482.73,0.52,0.00,2
0,1,2,0,970.08,0.51,0.00,1
0,1,2,1,963.35,0.52,0.00,1
0,1,2,2,964.35,0.52,0.00,1
0,1,3,0,1466.12,0.51,0.00,0
0,1,3,1,1448.97,0.52,0.00,0
0,1,3,2,1445.75,0.52,0.00,0
0,1,4,0,1944.65,0.51,0.00,0
0,1,4,1,1672.43,0.58,0.00,0
0,1,4,2,256.27,0.94,0.00,0
0,1,5,0,320.42,0.94,0.00,0
0,1,5,1,320.50,0.94,0.00,0
0,1,5,2,320.40,0.94,0.00,0
0,2,1,0,64.07,0.87,0.00,16
0,2,1,1,64.10,0.87,0.00,16
0,2,1,2,64.08,0.87,0.00,16
0,2,2,0,128.07,0.87,0.00,12
0,2,2,1,128.07,0.87,0.00,13
0,2,2,2,128.20,0.87,0.00,10
0,2,3,0,192.35,0.87,0.00,0
0,2,3,1,192.25,0.87,0.00,0
0,2,3,2,192.18,0.87,0.00,0
0,2,4,0,256.40,0.87,0.00,0
0,2,4,1,256.20,0.87,0.00,0
0,2,4,2,256.33,0.87,0.00,0
0,2,5,0,320.33,0.87,0.00,0
0,2,5,1,320.17,0.87,0.00,0
0,2,5,2,320.42,0.87,0.00,0
0,4,1,0,64.10,0.74,0.00,16
0,4,1,1,64.07,0.74,0.00,16
0,4,1,2,64.05,0.74,0.00,16
0,4,2,0,128.13,0.74,0.00,12
0,4,2,1,128.13,0.74,0.00,13
0,4,2,2,128.10,0.74,0.00,13
0,4,3,0,192.20,0.74,0.00,0
0,4,3,1,240.65,0.68,0.00,0
0,4,3,2,597.97,0.20,0.00,0
0,4,4,0,792.98,0.21,0.00,0
0,4,4,1,788.88,0.21,0.00,0
0,4,4,2,799.43,0.20,0.00,0
0,4,5,0,1003.05,0.20,0.00,0
0,4,5,1,992.35,0.21,0.00,0
0,4,5,2,997.12,0.20,0.00,0
1,0,1,0,23746.05,0.00,0.00,0
1,0,1,1,22418.80,0.00,0.00,0
1,0,1,2,20291.80,0.00,0.00,0
1,0,2,0,22674.70,0.00,0.00,0
1,0,2,1,12870.67,0.00,0.00,0
1,0,2,2,12872.87,0.00,0.00,0
1,0,3,0,22822.43,0.00,0.00,0
1,0,3,1,9838.15,0.00,0.00,0
1,0,3,2,9816.45,0.00,0.00,0
1,0,4,0,23768.52,0.00,0.00,0
1,0,4,1,7896.05,0.00,0.00,0
1,0,4,2,8200.75,0.00,0.00,0
1,0,5,0,23458.32,0.00,0.00,0
1,0,5,1,6545.45,0.00,0.00,0
1,0,5,2,6517.13,0.00,0.00,0
1,1,1,0,472.45,0.53,0.00,2
1,1,1,1,475.82,0.52,0.00,2
1,1,1,2,474.33,0.53,0.00,2
1,1,2,0,951.20,0.52,0.00,1
1,1,2,1,953.67,0.52,0.00,1
